,Abandono_curso,Escolaridade,Concluiu_EAD,Renda_Familiar,Internet wifi,Computador,Estados_codificados,Conheceu_PROA_codificado
74,1.0,0.0,0.75,0.4000000000000001,1.0,1.0,0.9791813470321564,0.7440476190476191
75,0.0,0.75,1.0,0.4000000000000001,0.0,1.0,0.0,0.6859903381642513
76,1.0,0.0,0.5,0.4000000000000001,1.0,1.0,0.9791813470321564,0.6859903381642513
77,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.6504629629629629
78,0.0,0.0,0.5,0.2,1.0,1.0,0.9791813470321564,0.6
79,1.0,0.0,0.75,0.0,1.0,0.0,0.9791813470321564,0.6086956521739131
80,1.0,0.0,0.75,0.0,0.0,0.0,0.9791813470321564,0.8333333333333334
81,0.0,0.0,0.75,0.2,0.0,0.0,0.0,0.6859903381642513
82,1.0,0.0,0.25,0.4000000000000001,1.0,1.0,0.9791813470321564,0.6
83,1.0,0.0,0.5,0.2,1.0,1.0,0.0,0.774500475737393
84,1.0,0.0,1.0,0.8,1.0,1.0,0.0,0.6
85,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.6859903381642513
86,1.0,0.0,1.0,0.2,1.0,1.0,0.0,0.7037037037037037
87,1.0,0.0,0.75,0.0,1.0,0.0,0.8449734503931978,0.7440476190476191
88,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6859903381642513
89,1.0,0.0,0.0,0.0,1.0,0.0,0.9791813470321564,0.8333333333333334
90,1.0,0.0,0.0,0.4000000000000001,1.0,1.0,0.9791813470321564,0.6086956521739131
91,1.0,0.0,0.5,0.0,1.0,1.0,0.9791813470321564,0.7440476190476191
92,1.0,0.0,0.5,0.4000000000000001,1.0,1.0,0.0,0.6
93,0.0,0.25,0.25,0.0,0.0,1.0,0.0,0.3333333333333333
94,0.0,0.0,0.25,0.0,1.0,0.0,0.9791813470321564,0.7447368421052631
95,0.0,0.0,0.25,0.4000000000000001,1.0,1.0,0.9791813470321564,0.6
96,1.0,0.0,1.0,0.0,0.0,0.0,0.9791813470321564,0.7440476190476191
97,1.0,0.0,1.0,0.2,1.0,1.0,0.0,0.6
98,1.0,0.0,0.75,0.2,0.0,0.0,0.0,0.6859903381642513
99,1.0,0.0,1.0,0.2,1.0,1.0,0.0,0.6
100,0.0,0.0,0.25,0.2,1.0,1.0,0.0,0.7447368421052631
101,1.0,0.0,0.75,0.4000000000000001,0.0,0.0,0.0,0.6859903381642513
102,1.0,0.0,0.5,0.4000000000000001,1.0,1.0,0.0,0.6859903381642513
103,0.0,0.5,0.5,0.6000000000000001,1.0,1.0,1.0,0.6363636363636364
104,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6859903381642513
105,1.0,0.0,0.0,0.2,0.0,1.0,0.9791813470321564,0.8333333333333334
106,1.0,0.0,0.75,0.0,1.0,0.0,0.9791813470321564,0.805921052631579
107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6859903381642513
108,1.0,0.0,0.25,0.2,1.0,0.0,0.0,0.6086956521739131
109,1.0,0.0,0.5,0.0,0.0,1.0,0.9791813470321564,0.6504629629629629
110,1.0,0.0,0.75,0.0,0.0,0.0,1.0,0.774500475737393
111,1.0,0.0,0.0,0.0,0.0,0.0,0.9791813470321564,0.774500475737393
112,0.0,0.0,0.5,0.2,1.0,0.0,0.0,0.6859903381642513
113,0.0,0.25,0.75,0.4000000000000001,1.0,0.0,0.9791813470321564,0.7447368421052631
114,0.0,0.0,0.75,0.2,1.0,0.0,0.8449734503931978,0.7447368421052631
115,0.0,0.0,0.75,0.0,1.0,0.0,0.9791813470321564,0.7777777777777778
116,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.6
117,1.0,0.0,0.0,0.2,1.0,0.0,0.0,0.805921052631579
118,1.0,0.0,0.25,0.0,1.0,0.0,0.9791813470321564,0.774500475737393
119,0.0,0.0,0.0,0.4000000000000001,1.0,0.0,0.0,0.6
120,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.6
121,0.0,0.0,0.5,0.2,1.0,1.0,0.0,0.774500475737393
122,1.0,0.0,0.5,0.4000000000000001,1.0,1.0,0.0,0.774500475737393
123,1.0,0.0,1.0,0.4000000000000001,0.0,1.0,0.0,0.6859903381642513
124,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.6086956521739131
125,1.0,0.0,0.5,0.4000000000000001,1.0,1.0,0.9791813470321564,0.6
126,1.0,0.0,1.0,0.2,1.0,1.0,0.0,0.6
127,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.6811594202898551
128,1.0,0.0,0.5,0.4000000000000001,0.0,1.0,0.0,0.774500475737393
129,0.0,0.0,0.0,0.0,0.0,0.0,0.9791813470321564,0.6859903381642513
130,0.0,0.0,0.0,0.2,1.0,1.0,0.0,0.774500475737393
131,1.0,0.0,0.75,0.4000000000000001,1.0,1.0,0.0,0.7051282051282052
132,0.0,0.25,0.25,0.4000000000000001,1.0,1.0,1.0,0.6859903381642513
133,0.0,0.0,0.5,0.2,1.0,1.0,0.0,0.774500475737393
134,0.0,0.0,0.5,0.0,1.0,0.0,0.9791813470321564,0.6859903381642513
135,1.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.9791813470321564,0.7051282051282052
136,1.0,0.0,0.75,0.4000000000000001,1.0,1.0,0.0,0.6086956521739131
137,0.0,0.25,1.0,0.0,1.0,1.0,0.0,0.6
138,0.0,0.25,0.25,0.2,1.0,1.0,0.9791813470321564,0.6
139,1.0,0.0,0.0,0.0,1.0,0.0,0.9791813470321564,0.6086956521739131
140,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.774500475737393
141,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.774500475737393
142,1.0,0.0,0.0,0.4000000000000001,1.0,0.0,0.9791813470321564,0.6
143,1.0,0.0,0.0,0.0,1.0,1.0,0.9791813470321564,0.6859903381642513
144,1.0,0.0,1.0,0.6000000000000001,1.0,1.0,1.0,0.6
145,0.0,0.25,0.0,0.2,1.0,1.0,1.0,0.6363636363636364
146,1.0,0.0,0.75,0.0,0.0,0.0,0.9791813470321564,0.7447368421052631
147,1.0,0.0,0.25,0.4000000000000001,1.0,0.0,0.9791813470321564,0.5462962962962963
148,1.0,0.0,1.0,0.2,1.0,1.0,0.0,0.6811594202898551
149,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.6859903381642513
150,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.6
151,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6859903381642513
152,1.0,0.0,0.75,0.4000000000000001,1.0,0.0,0.0,0.774500475737393
153,1.0,0.0,0.75,0.0,0.0,0.0,0.9791813470321564,0.774500475737393
154,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.805921052631579
155,1.0,0.0,0.0,0.0,1.0,0.0,0.9791813470321564,0.774500475737393
156,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6859903381642513
157,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.6859903381642513
158,0.0,0.0,0.0,0.6000000000000001,1.0,1.0,0.0,0.25
159,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5462962962962963
160,1.0,0.0,0.0,0.0,0.0,0.0,0.9791813470321564,0.774500475737393
161,1.0,0.0,0.5,0.4000000000000001,1.0,0.0,0.0,0.7777777777777778
162,1.0,0.0,0.0,0.2,1.0,0.0,0.0,0.6086956521739131
163,1.0,0.0,0.75,0.2,1.0,0.0,0.0,0.7440476190476191
164,0.0,0.0,0.0,0.2,1.0,1.0,0.9791813470321564,0.5462962962962963
165,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.6859903381642513
166,0.0,0.0,0.75,0.4000000000000001,0.0,0.0,0.0,0.6859903381642513
167,1.0,0.0,0.0,0.2,1.0,0.0,0.0,0.6859903381642513
168,1.0,0.0,1.0,0.2,1.0,1.0,0.0,0.774500475737393
169,1.0,0.0,0.25,0.2,1.0,1.0,0.0,0.7440476190476191
170,0.0,0.0,1.0,0.8,1.0,1.0,0.0,0.6859903381642513
171,1.0,0.0,0.0,0.0,1.0,1.0,0.9791813470321564,0.6504629629629629
172,1.0,0.0,0.0,0.2,1.0,1.0,0.9791813470321564,0.8333333333333334
173,1.0,0.0,0.75,0.0,1.0,0.0,0.9791813470321564,0.7440476190476191
174,1.0,0.0,0.5,0.8,1.0,1.0,0.0,0.6859903381642513
175,1.0,0.0,0.25,0.0,1.0,0.0,0.9791813470321564,0.7440476190476191
176,1.0,0.0,0.5,0.2,1.0,1.0,0.0,0.7447368421052631
177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334
178,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.7051282051282052
179,1.0,0.0,0.75,0.0,0.0,0.0,0.9791813470321564,0.6504629629629629
180,0.0,0.0,1.0,0.8,1.0,1.0,0.0,0.6086956521739131
181,1.0,0.0,1.0,0.2,1.0,1.0,0.0,0.6859903381642513
182,1.0,0.0,0.75,0.2,0.0,0.0,0.0,0.6363636363636364
183,0.0,0.0,0.75,0.2,1.0,1.0,0.0,0.6
184,1.0,0.0,1.0,0.4000000000000001,1.0,1.0,0.0,0.774500475737393
185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
186,0.0,0.0,0.25,0.8,1.0,1.0,0.0,0.6086956521739131
187,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.6363636363636364
188,0.0,0.25,0.0,0.2,1.0,0.0,0.9791813470321564,0.7447368421052631
189,1.0,0.0,0.25,0.0,1.0,0.0,0.9791813470321564,0.7051282051282052
190,0.0,0.0,0.75,0.2,1.0,0.0,0.0,0.3333333333333333
191,0.0,0.0,0.75,0.2,1.0,1.0,0.0,0.25
192,0.0,0.0,1.0,0.4000000000000001,1.0,1.0,0.0,0.6
193,1.0,0.0,0.75,0.0,0.0,0.0,0.9791813470321564,0.7440476190476191
194,1.0,0.0,0.75,0.2,1.0,1.0,0.0,0.6859903381642513
195,1.0,0.0,0.75,0.2,0.0,0.0,0.0,0.7777777777777778
196,1.0,0.0,1.0,0.2,1.0,1.0,0.0,0.6504629629629629
197,1.0,0.0,0.0,0.0,1.0,0.0,0.9791813470321564,0.8333333333333334
198,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.6086956521739131
199,0.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.7447368421052631
200,1.0,0.0,0.25,0.4000000000000001,1.0,1.0,0.9791813470321564,0.7447368421052631
201,0.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.7447368421052631
202,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.6859903381642513
203,1.0,0.0,0.25,0.2,1.0,0.0,0.9791813470321564,0.8333333333333334
204,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.8333333333333334
205,1.0,0.25,0.0,0.4000000000000001,1.0,1.0,0.0,0.6859903381642513
206,1.0,0.0,0.75,0.2,1.0,0.0,0.9791813470321564,0.8333333333333334
207,0.0,0.25,0.0,0.4000000000000001,1.0,1.0,0.9791813470321564,0.6086956521739131
208,0.0,0.0,0.0,0.0,0.0,0.0,0.9791813470321564,0.7051282051282052
209,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.8333333333333334
210,0.0,0.0,0.5,0.0,0.0,1.0,0.9791813470321564,0.7447368421052631
211,0.0,0.5,0.75,0.2,1.0,0.0,0.9791813470321564,0.25
212,1.0,0.0,0.0,0.4000000000000001,1.0,0.0,0.0,0.6859903381642513
213,1.0,0.0,0.75,0.2,1.0,1.0,0.9791813470321564,0.8333333333333334
214,0.0,0.0,0.0,0.4000000000000001,1.0,0.0,0.9791813470321564,0.7447368421052631
215,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.6859903381642513
216,1.0,0.0,0.0,0.0,0.0,0.0,0.9791813470321564,0.8333333333333334
217,0.0,0.0,0.5,0.0,1.0,1.0,0.9791813470321564,0.8333333333333334
218,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.8333333333333334
219,1.0,0.0,0.0,0.0,1.0,0.0,0.9791813470321564,0.8333333333333334
220,0.0,0.25,0.75,0.2,1.0,0.0,0.9791813470321564,0.6859903381642513
221,1.0,0.0,0.75,0.2,0.0,0.0,0.9791813470321564,0.6504629629629629
222,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.774500475737393
223,1.0,0.0,0.25,0.0,1.0,0.0,1.0,0.7051282051282052
224,1.0,0.0,0.5,0.2,1.0,1.0,0.9791813470321564,0.6859903381642513
225,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.774500475737393
226,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.5462962962962963
227,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5462962962962963
228,1.0,0.0,0.0,0.4000000000000001,1.0,0.0,0.9791813470321564,0.7447368421052631
229,1.0,0.0,0.0,0.0,1.0,0.0,0.9791813470321564,0.8333333333333334
230,1.0,0.0,0.75,0.2,1.0,1.0,0.0,0.8333333333333334
231,1.0,0.0,0.5,0.0,1.0,1.0,0.9791813470321564,0.8333333333333334
232,1.0,0.0,0.25,0.0,1.0,0.0,0.9791813470321564,0.8333333333333334
233,1.0,0.0,0.75,0.2,1.0,0.0,0.0,0.7777777777777778
234,1.0,0.0,0.0,0.0,1.0,0.0,0.9791813470321564,0.7447368421052631
235,1.0,0.0,1.0,0.4000000000000001,1.0,1.0,0.0,0.6859903381642513
236,1.0,0.0,0.75,0.2,0.0,1.0,0.9791813470321564,0.774500475737393
237,1.0,0.0,0.75,0.0,1.0,0.0,0.9791813470321564,0.7051282051282052
238,1.0,0.0,0.0,0.0,1.0,0.0,0.9791813470321564,0.7051282051282052
239,1.0,0.0,0.0,0.0,1.0,0.0,0.9791813470321564,0.6859903381642513
240,1.0,0.0,0.0,0.4000000000000001,1.0,0.0,0.9791813470321564,0.8333333333333334
241,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.6
242,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.7051282051282052
243,1.0,0.0,0.75,0.0,1.0,0.0,0.9791813470321564,0.8333333333333334
244,1.0,0.0,0.0,0.4000000000000001,1.0,0.0,0.9791813470321564,0.6859903381642513
245,1.0,0.0,0.5,0.2,1.0,1.0,0.9791813470321564,0.8333333333333334
246,0.0,0.25,0.0,0.2,1.0,1.0,0.9791813470321564,0.7447368421052631
247,0.0,0.0,0.0,0.4000000000000001,1.0,1.0,0.9791813470321564,0.7447368421052631
248,0.0,0.0,0.5,0.0,1.0,1.0,0.9791813470321564,0.805921052631579
249,1.0,0.0,0.0,0.0,0.0,0.0,0.9791813470321564,0.7447368421052631
250,0.0,0.0,0.75,0.0,1.0,0.0,0.9791813470321564,0.7447368421052631
251,1.0,0.0,1.0,0.4000000000000001,1.0,1.0,0.9791813470321564,0.8333333333333334
252,1.0,0.0,0.5,0.2,1.0,1.0,0.0,0.6859903381642513
253,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.7447368421052631
254,0.0,0.0,0.25,0.2,1.0,1.0,0.9791813470321564,0.8333333333333334
255,1.0,0.0,0.0,0.2,1.0,1.0,0.9791813470321564,0.8333333333333334
256,1.0,0.0,0.25,0.2,1.0,0.0,0.9791813470321564,0.6859903381642513
257,0.0,0.0,0.0,0.2,1.0,1.0,0.9791813470321564,0.6859903381642513
258,1.0,0.0,0.25,0.0,1.0,0.0,0.9791813470321564,0.6
259,1.0,0.0,0.25,0.0,1.0,0.0,0.9791813470321564,0.7447368421052631
260,1.0,0.0,0.75,0.0,1.0,1.0,0.9791813470321564,0.8333333333333334
261,0.0,0.0,0.0,0.4000000000000001,1.0,1.0,0.0,0.7051282051282052
262,1.0,0.0,0.75,0.0,1.0,0.0,0.9791813470321564,0.7440476190476191
263,1.0,0.0,0.75,0.0,1.0,1.0,0.9791813470321564,0.7051282051282052
264,1.0,0.0,0.5,0.0,1.0,1.0,0.9791813470321564,0.8333333333333334
265,0.0,0.0,1.0,0.8,0.0,1.0,0.9791813470321564,0.8333333333333334
266,1.0,0.0,0.0,0.4000000000000001,0.0,0.0,1.0,0.6504629629629629
267,1.0,0.0,0.0,0.0,0.0,1.0,0.9791813470321564,0.6
268,1.0,0.0,0.25,0.4000000000000001,1.0,1.0,0.9791813470321564,0.5462962962962963
269,1.0,0.0,1.0,0.4000000000000001,1.0,1.0,0.0,0.7440476190476191
270,1.0,0.0,0.0,0.0,1.0,1.0,0.9791813470321564,0.7447368421052631
271,1.0,0.0,0.0,0.2,1.0,1.0,0.9791813470321564,0.6859903381642513
272,1.0,0.0,0.5,0.2,0.0,1.0,0.0,0.5462962962962963
273,0.0,0.0,0.75,0.2,1.0,0.0,0.9791813470321564,0.805921052631579
274,0.0,0.5,0.25,0.4000000000000001,1.0,1.0,0.0,0.6811594202898551
275,0.0,0.25,0.5,0.2,1.0,1.0,0.9791813470321564,0.6
276,1.0,0.0,0.0,0.2,1.0,0.0,0.0,0.5462962962962963
277,1.0,0.0,0.25,0.4000000000000001,1.0,1.0,0.9791813470321564,0.6859903381642513
278,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5462962962962963
279,1.0,0.0,1.0,0.4000000000000001,1.0,1.0,0.8449734503931978,0.7440476190476191
280,1.0,0.0,0.0,0.0,0.0,1.0,0.9791813470321564,0.805921052631579
281,1.0,0.0,0.5,0.4000000000000001,1.0,1.0,0.9791813470321564,0.805921052631579
282,1.0,0.0,0.75,0.4000000000000001,1.0,0.0,0.9791813470321564,0.7447368421052631
283,1.0,0.0,0.5,0.2,1.0,1.0,0.9791813470321564,0.7447368421052631
284,1.0,0.0,0.25,0.2,1.0,1.0,0.0,0.6859903381642513
285,1.0,0.0,0.75,0.0,1.0,1.0,0.9791813470321564,0.805921052631579
286,1.0,0.0,0.75,0.4000000000000001,0.0,0.0,0.0,0.6
287,1.0,0.0,0.25,0.0,1.0,0.0,0.9791813470321564,0.805921052631579
288,1.0,0.0,0.25,0.4000000000000001,1.0,1.0,0.9791813470321564,0.5462962962962963
289,1.0,0.0,0.0,0.0,1.0,1.0,0.9791813470321564,0.7051282051282052
290,1.0,0.0,0.5,0.2,1.0,0.0,0.9791813470321564,0.7447368421052631
291,1.0,0.0,0.0,0.0,1.0,0.0,0.9791813470321564,0.7051282051282052
292,0.0,0.0,0.0,0.2,0.0,0.0,0.9791813470321564,0.7447368421052631
293,0.0,0.25,0.5,0.0,1.0,1.0,0.9791813470321564,0.7447368421052631
294,0.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.6859903381642513
295,1.0,0.0,0.25,0.4000000000000001,0.0,0.0,0.9791813470321564,0.7051282051282052
296,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.7447368421052631
297,1.0,0.0,0.5,0.2,1.0,1.0,0.9791813470321564,0.7447368421052631
298,0.0,0.0,0.75,0.4000000000000001,0.0,0.0,0.9791813470321564,0.805921052631579
299,1.0,0.0,0.0,0.0,1.0,1.0,0.9791813470321564,0.7051282051282052
300,1.0,0.0,0.75,0.0,1.0,1.0,0.9791813470321564,0.7447368421052631
301,1.0,0.0,1.0,0.4000000000000001,1.0,1.0,0.0,0.6859903381642513
302,0.0,0.0,0.0,0.2,0.0,0.0,0.9791813470321564,0.805921052631579
303,1.0,0.0,0.0,0.8,1.0,1.0,0.9791813470321564,0.774500475737393
304,1.0,0.0,1.0,0.8,1.0,1.0,0.0,0.5462962962962963
305,1.0,0.0,0.0,0.4000000000000001,0.0,1.0,0.0,0.8571428571428571
306,1.0,0.0,0.0,0.2,1.0,0.0,0.8449734503931978,0.6859903381642513
307,1.0,0.0,0.0,0.2,0.0,1.0,0.9791813470321564,0.805921052631579
308,1.0,0.0,0.0,0.4000000000000001,1.0,1.0,0.9791813470321564,0.6811594202898551
309,1.0,0.0,0.5,0.2,1.0,1.0,0.0,0.6811594202898551
310,1.0,0.0,0.75,0.6000000000000001,1.0,1.0,0.0,0.6859903381642513
311,1.0,0.0,0.0,0.2,0.0,0.0,0.9791813470321564,0.5462962962962963
312,0.0,0.0,0.0,0.2,1.0,1.0,0.0,0.5462962962962963
313,1.0,0.0,0.5,0.0,1.0,0.0,0.9791813470321564,0.5462962962962963
314,0.0,0.0,0.75,0.2,1.0,1.0,0.0,0.6859903381642513
315,1.0,0.0,0.5,0.2,1.0,1.0,0.0,0.774500475737393
316,1.0,0.0,0.0,0.0,1.0,0.0,0.9791813470321564,0.7447368421052631
317,1.0,0.0,0.75,0.0,1.0,1.0,0.9791813470321564,0.7051282051282052
318,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5462962962962963
319,1.0,0.0,0.25,0.2,1.0,1.0,0.9791813470321564,0.774500475737393
320,1.0,0.0,0.25,0.6000000000000001,1.0,1.0,0.9791813470321564,0.7777777777777778
321,1.0,0.0,0.0,0.2,1.0,0.0,0.9791813470321564,0.5462962962962963
322,1.0,0.0,0.75,0.0,0.0,0.0,0.9791813470321564,0.805921052631579
323,0.0,0.0,0.75,0.2,0.0,0.0,0.9791813470321564,0.5462962962962963
324,1.0,0.0,0.0,0.2,1.0,0.0,0.0,0.805921052631579
325,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.774500475737393
326,1.0,0.0,0.0,0.0,0.0,0.0,0.9791813470321564,0.5462962962962963
327,1.0,0.0,0.0,0.0,1.0,1.0,0.9791813470321564,0.7447368421052631
328,1.0,0.0,0.5,1.0000000000000002,1.0,1.0,0.9791813470321564,0.6859903381642513
